#{"t_start": 1627473512.107277, "env_id": null}
r,l,t
0.079891,3,27352.018462
27.338546,3,27413.366537
0.343766,3,27423.833007
6.534045,3,27444.163091
41.102914,2,27508.490647
3.682566,3,27527.077883
43.767652,3,27606.110126
22.944813,3,27655.345576
27.15663,3,27705.517696
29.073229,3,27772.406823
22.375957,3,27822.609756
46.352802,3,27908.21208
0.00249,3,27915.762784
0.226941,3,27924.979789
10.929584,3,27964.070328
8.537425,3,27992.979001
21.176296,3,28048.910024
21.612799,3,28095.691583
32.248941,3,28161.726151
20.947168,3,28209.006777
41.350316,1,28274.121311
5.116286,3,28293.767087
11.550673,3,28325.026294
23.192106,3,28370.877532
44.327279,2,28442.749171
8.064598,3,28468.368777
2.151379,3,28482.197151
6.416274,3,28504.853265
26.976547,3,28557.955645
20.837821,3,28606.266872
12.700244,3,28637.74694
47.288695,1,28703.864799
0.114614,3,28712.398755
0.005982,3,28719.558107
19.115331,3,28758.026777
37.969907,3,28828.812902
26.142947,3,28895.248634
17.247463,3,28941.179666
3.632875,3,28965.506313
43.581679,2,29039.058723
7.217223,3,29062.934151
13.26908,3,29101.695299
14.447395,3,29141.26329
3.07729,3,29163.461264
27.733197,3,29218.500374
22.392344,3,29260.3328
9.830289,3,29288.364353
13.299921,3,29320.957384
6.367801,3,29344.441708
0.452939,3,29353.247923
43.081786,1,29414.567988
0.113872,3,29422.960515
1.480478,3,29437.078028
2.984583,3,29454.899168
47.477965,1,29518.745688
43.004961,3,29602.168314
0.100514,3,29608.881845
43.0912,2,29673.753819
14.367972,3,29706.227957
50.975685,1,29778.389074
0.197678,3,29786.130159
0.100837,3,29794.390502
47.234402,2,29868.7872
0.613954,3,29878.975275
11.249536,3,29924.702269
40.563384,1,29997.716182
2.473946,3,30015.274486
8.726986,3,30040.784443
0.412092,3,30051.334918
30.168766,3,30109.774613
43.335791,1,30175.469629
11.377414,3,30203.391401
45.218299,2,30269.6743
34.099632,3,30334.307191
19.943268,3,30371.805895
0.159351,3,30385.048235
7.486067,3,30413.500345
8.6561,3,30440.84103
29.258924,3,30497.78614
40.789385,2,30562.61521
6.358255,3,30586.66925
0.583323,3,30595.948762
46.213314,1,30668.601597
14.032835,3,30702.804661
4.611475,3,30723.18213
0.213492,3,30732.323052
6.507519,3,30755.152309
29.329345,3,30809.115048
42.410926,3,30884.036329
44.132985,3,30955.761102
32.88285,3,31023.147698
0.537758,3,31034.424159
43.097836,3,31105.207882
40.800297,3,31173.204342
0.499594,3,31181.531189
16.471935,3,31222.770591
44.105337,3,31295.72224
14.790125,3,31329.488503
0.156348,3,31337.386284
39.446757,2,31403.59252
0.106886,3,31412.031902
0.70374,3,31428.48982
31.134726,3,31485.381647
33.028821,3,31548.865912
16.460879,3,31587.941926
37.138524,2,31653.268653
16.350375,3,31691.087637
7.761496,3,31715.528445
17.169625,3,31756.041759
25.889951,3,31812.989002
20.91035,3,31863.407045
0.092321,3,31871.022073
32.891487,3,31935.18974
0.251696,3,31944.453507
8.237366,3,31969.155316
49.011939,1,32041.268233
45.907806,2,32107.0146
4.100427,3,32128.144352
26.753501,3,32187.830293
0.203154,3,32196.848754
0.207263,3,32205.559578
3.641364,3,32222.053014
41.352366,2,32289.643722
0.162442,3,32297.547157
22.635244,3,32339.598382
37.446742,3,32407.612926
13.13296,3,32445.814333
27.657172,3,32499.579129
0.139954,3,32507.52624
1.467551,3,32520.983695
0.378715,3,32530.124542
0.232494,3,32538.717104
0.831306,3,32550.061911
3.687158,3,32566.988476
31.262603,3,32636.462401
42.735387,3,32718.32338
12.346647,3,32752.582385
0.112605,3,32761.089039
4.109486,3,32779.28721
22.583228,3,32828.661213
24.274639,3,32877.846329
0.646682,3,32887.544733
8.118416,3,32913.103432
17.66161,3,32953.61724
3.724147,3,32970.526196
50.699222,1,33045.932735
9.14605,3,33074.247503
17.882687,3,33119.117007
0.426188,3,33127.027781
37.181376,3,33194.396674
37.892486,3,33258.796315
5.850196,3,33279.912989
0.155199,3,33289.648571
13.593736,3,33323.215575
0.171026,3,33332.025765
39.61385,3,33395.696305
21.424888,3,33440.992046
25.51052,3,33483.823336
0.148099,3,33491.44838
0.22079,3,33499.892935
33.014181,3,33564.311232
34.439493,3,33623.670746
25.861913,3,33675.388818
2.922659,3,33694.398987
34.559209,3,33776.221204
0.241011,3,33785.592517
9.628439,3,33814.952598
3.490352,3,33831.127503
44.336354,2,33904.272132
43.313009,3,33991.961258
12.754439,3,34026.42288
24.044056,3,34075.840121
12.720185,3,34112.069666
23.255822,3,34159.454718
13.806811,3,34193.55776
0.203725,3,34202.659356
0.090605,3,34209.465375
0.253176,3,34217.267534
0.113823,3,34224.630634
12.391867,3,34255.605278
19.172923,3,34303.402812
4.244755,3,34322.233276
4.201423,3,34341.770605
2.433494,3,34367.193437
9.553974,3,34394.71805
16.140376,3,34428.872071
3.382474,3,34443.8027
20.861721,3,34500.941286
11.454961,3,34531.133162
25.751334,3,34586.163448
9.673825,3,34614.521229
3.859373,3,34630.600189
3.553154,3,34651.629114
13.40938,3,34689.070182
19.60147,3,34727.404353
0.695046,3,34747.513131
20.624441,3,34793.731022
4.988339,3,34813.710223
29.299735,3,34869.760665
23.583484,3,34912.457077
40.521327,3,34982.059447
1.153797,3,35003.042876
3.611373,3,35024.990178
7.939951,3,35047.934996
40.763002,3,35122.695042
24.819714,3,35181.056742
2.607701,3,35197.518789
16.50418,3,35233.621479
20.339266,3,35282.83297
0.172502,3,35291.341954
15.51271,3,35332.911009
32.770587,3,35399.431015
3.267006,3,35417.738359
10.005534,3,35449.592886
28.379236,3,35511.979418
23.505518,3,35565.785738
0.165371,3,35575.114538
0.073602,3,35582.358159
49.254779,1,35648.967889
7.514883,3,35675.457485
6.817281,3,35707.686056
0.323575,3,35716.506063
11.106687,3,35748.116911
0.203628,3,35756.349713
46.029784,2,35834.326216
0.017072,3,35843.437569
4.230392,3,35864.701746
21.590059,3,35908.990962
0.217649,3,35918.369659
46.624476,1,35984.605972
5.889508,3,36005.687979
47.583922,1,36073.239112
40.421408,2,36139.050308
0.22322,3,36150.984914
6.918855,3,36171.056165
46.54381,1,36238.412691
4.146524,3,36256.864446
23.391093,3,36301.728248
0.122911,3,36310.728994
0.228524,3,36319.523053
3.433813,3,36334.101243
2.853563,3,36350.025398
43.339055,2,36422.274082
2.694117,3,36438.571029
6.851397,3,36462.770068
7.045102,3,36490.39614
19.763923,3,36535.066639
23.327135,3,36581.753286
0.164255,3,36590.866425
26.402438,3,36642.718983
38.795287,3,36707.021656
45.59199,3,36791.99258
37.268037,3,36857.06812
27.517715,3,36914.597452
20.087774,3,36958.635915
38.547585,2,37032.937974
4.075692,3,37052.73005
4.82738,3,37084.425745
5.837638,3,37113.8605
21.747751,3,37159.065246
0.26879,3,37168.143646
37.47965,3,37244.158418
19.226116,3,37287.369997
8.514557,3,37322.069412
2.495028,3,37336.138142
4.701399,3,37354.752023
6.227413,3,37375.972291
5.59947,3,37407.707384
0.084737,3,37415.434387
27.690793,3,37465.365328
8.58791,3,37491.01312
28.078607,3,37548.420608
18.649397,3,37594.646506
35.175923,3,37660.853173
1.258822,3,37677.951302
0.109748,3,37692.048297
0.28801,3,37701.195938
0.39745,3,37710.588001
8.376926,3,37737.93335
6.285772,3,37759.247394
26.938982,3,37813.703748
11.266581,3,37843.065127
12.737874,3,37877.373838
9.53329,3,37906.555468
11.889142,3,37943.015372
27.352398,3,37994.846453
8.769183,3,38027.379663
4.07004,3,38047.364548
4.131267,3,38069.05995
39.043604,2,38134.014013
4.331842,3,38155.621638
49.083551,1,38218.379563
3.745391,3,38238.011086
2.491132,3,38255.430753
10.586281,3,38288.767658
45.25275,2,38356.865646
27.720671,3,38412.482898
0.316062,3,38420.725785
46.667817,1,38502.448132
7.836022,3,38536.967663
0.2217,3,38547.12102
1.629852,3,38562.546495
0.002066,3,38570.385913
3.602574,3,38586.721714
0.161666,3,38594.688908
43.82857,1,38666.913322
10.340476,3,38698.510842
8.042396,3,38723.81985
0.135328,3,38731.543096
8.477261,3,38757.88347
46.247945,2,38824.436701
0.61075,3,38834.693889
43.535321,2,38897.493211
12.808709,3,38930.685327
3.638094,3,38947.039178
0.155462,3,38960.746703
40.289336,2,39034.169973
19.345677,3,39070.898075
15.11652,3,39115.30061
40.523174,3,39195.092153
3.010791,3,39209.607548
25.938547,3,39272.664102
23.232994,3,39322.693362
0.189719,3,39330.521533
23.174403,3,39374.459197
6.792725,3,39396.864208
17.651458,3,39436.153663
13.986892,3,39472.104153
5.928272,3,39495.378225
40.697224,3,39576.304739
0.094575,3,39586.334565
43.788037,2,39651.827302
20.190163,3,39694.492846
20.311333,3,39735.421114
6.414249,3,39769.500273
0.004648,3,39777.149228
8.798625,3,39800.54476
12.157241,3,39833.687302
12.73422,3,39868.642346
0.204348,3,39877.689229
17.15111,3,39914.321859
16.908135,3,39950.657287
8.099458,3,39974.829695
7.370616,3,40004.937416
3.854019,3,40022.57604
14.610491,3,40065.636527
3.82081,3,40087.692374
7.966014,3,40117.808697
0.132263,3,40126.917328
16.114963,3,40167.833699
29.941556,3,40222.179071
9.973052,3,40251.240407
5.839664,3,40273.399663
37.69205,3,40348.522831
0.569459,3,40359.114077
0.113448,3,40368.187629
27.736966,3,40416.927714
16.106446,3,40452.572395
27.684975,3,40501.151987
26.47,3,40552.7312
19.518805,3,40600.848916
3.145571,3,40625.705616
42.46576,3,40702.196706
14.311512,3,40741.658941
16.233312,3,40785.237216
43.274163,2,40851.869317
32.59344,3,40929.737963
48.859312,2,41013.532907
37.52937,3,41076.722957
20.811323,3,41116.50448
22.350177,3,41175.39027
45.204821,1,41241.947825
40.81295,3,41319.330872
34.679145,3,41378.805098
0.180853,3,41386.668692
6.822138,3,41413.338392
9.1164,3,41453.199262
50.823259,1,41536.156988
12.895573,3,41566.559589
9.637301,3,41594.581006
0.079127,3,41603.28277
