#{"t_start": 1627392493.40241, "env_id": null}
r,l,t
6.155414,3,4509.974287
35.051975,3,4563.114854
3.113972,3,4573.911166
4.828788,3,4592.060843
15.691293,3,4619.776442
45.907679,3,4680.607299
15.993858,3,4709.910445
14.962258,3,4739.909572
3.28415,3,4762.706187
23.391868,3,4808.98823
14.620386,3,4836.493967
0.393383,3,4847.404827
3.979956,3,4859.85485
50.474529,3,4934.67099
2.750399,3,4945.83452
7.078202,3,4964.254992
19.001334,3,4994.716283
64.45481,3,5086.284468
13.596699,3,5111.662006
21.371994,3,5147.795078
37.794482,3,5202.057464
14.793256,3,5227.431983
37.679022,3,5277.791039
20.197153,3,5308.055797
21.970551,3,5346.037799
1.387068,3,5365.555063
7.552848,3,5383.629245
0.259246,3,5391.110254
31.927264,3,5438.270354
28.863147,3,5482.755621
36.203172,3,5539.156914
35.244485,3,5600.087852
11.05912,3,5621.265314
5.996386,3,5639.717355
6.94983,3,5657.513923
5.439603,3,5671.092033
9.943068,3,5689.006611
8.456322,3,5707.577834
17.920111,3,5746.683638
14.974823,3,5773.295122
18.706326,3,5806.968159
21.621925,3,5839.577188
6.892186,3,5859.029368
13.461541,3,5882.998477
18.220995,3,5917.641145
13.434373,3,5938.826785
0.857881,3,5946.486348
9.901664,3,5968.362884
13.511246,3,5993.616183
3.94282,3,6007.214351
7.144992,3,6024.436274
23.193672,3,6063.251491
23.852825,3,6113.350921
18.23945,3,6148.563831
61.233131,3,6226.31199
15.070497,3,6252.865597
8.002758,3,6274.888475
7.777893,3,6299.274054
15.819214,3,6329.98222
30.783684,3,6377.53241
0.080039,3,6387.045115
12.559535,3,6408.587465
29.238533,3,6450.11779
19.476441,3,6488.412889
22.872882,3,6525.81881
33.4259,3,6571.783239
4.235982,3,6583.059629
21.806326,3,6616.405054
9.256711,3,6637.105281
41.332064,3,6706.826755
25.765636,3,6743.505627
8.136233,3,6765.334588
51.29418,3,6847.443826
44.430467,3,6910.160081
18.937338,3,6942.286554
9.216813,3,6962.281585
7.88354,3,6980.753311
2.091675,3,6991.837861
15.9034,3,7017.706629
14.622074,3,7045.548324
6.18136,3,7060.961046
49.613753,3,7131.836923
9.780929,3,7150.596427
1.746014,3,7162.331207
76.322575,3,7266.400445
14.092262,3,7297.246931
7.26273,3,7313.240215
18.503806,3,7344.351976
30.637808,3,7385.465405
1.017855,3,7395.710404
30.190228,3,7449.477414
44.843009,3,7526.450425
6.980957,3,7547.359348
38.036187,3,7604.98487
32.252417,3,7652.071953
27.675808,3,7696.733124
38.928789,3,7753.370008
25.228015,3,7799.012869
0.817202,3,7806.403341
18.53995,3,7844.144653
8.177269,3,7864.293235
73.572839,3,7977.755986
20.218405,3,8010.755344
11.384448,3,8031.843617
45.158184,3,8090.284388
24.598039,3,8136.429678
16.718988,3,8162.293916
14.773105,3,8189.526022
28.782499,3,8241.503849
12.237439,3,8263.565797
22.234649,3,8303.106652
30.458063,3,8345.661742
14.64344,3,8381.518385
20.214367,3,8414.716365
26.680625,3,8457.910164
94.256365,1,8611.60307
6.185442,3,8629.305842
5.885598,3,8646.434694
0.503928,3,8654.051351
9.691549,3,8675.151633
35.549443,3,8747.104627
6.40967,3,8767.218948
18.667959,3,8797.279289
16.064586,3,8823.477597
32.87902,3,8872.778129
14.277527,3,8905.453216
24.362504,3,8944.312573
3.193712,3,8955.225178
59.288232,3,9032.66559
4.151365,3,9045.768344
18.288274,3,9080.871299
77.405615,3,9182.141474
17.828577,3,9212.706087
7.648068,3,9228.322814
17.097978,3,9263.464557
18.986285,3,9299.970269
7.011229,3,9320.053593
36.868262,3,9375.159988
19.48437,3,9409.285362
20.421371,3,9440.553554
20.669467,3,9471.750925
15.54677,3,9499.934449
12.446811,3,9530.548197
8.615343,3,9547.469955
5.09076,3,9560.384118
28.0296,3,9606.534945
3.069565,3,9620.090947
4.051306,3,9631.673736
16.969896,3,9665.160471
34.226925,3,9725.006931
3.316168,3,9736.047166
15.051954,3,9761.740212
6.090932,3,9778.57958
1.241446,3,9787.343341
3.154761,3,9796.878041
5.063078,3,9809.609633
7.977405,3,9830.140295
11.20606,3,9854.453152
44.968562,3,9928.252636
42.250893,3,9990.229533
79.822907,3,10096.64741
7.111793,3,10113.832531
12.168349,3,10135.87211
3.276107,3,10148.54502
3.046506,3,10159.708766
9.191181,3,10179.716329
40.697138,3,10247.05309
15.260933,3,10276.849641
31.253639,3,10326.949398
17.12668,3,10358.469763
32.713885,3,10407.890581
23.960481,3,10453.865154
10.472713,3,10476.681258
8.127824,3,10494.684998
43.282974,3,10558.787585
14.537521,3,10587.062558
25.997429,3,10630.40475
3.215451,3,10642.513712
58.92988,3,10751.723769
21.508102,3,10785.263842
37.175824,3,10840.956286
62.879338,3,10926.07147
33.875042,3,10973.572526
14.316618,3,11000.274101
12.98963,3,11026.060015
52.083444,3,11097.691176
20.959651,3,11130.018618
13.158679,3,11157.273945
16.996777,3,11186.018817
34.211403,3,11240.58942
98.097321,1,11391.181619
8.969535,3,11410.357376
21.697886,3,11451.206549
16.638735,3,11477.91791
48.425151,3,11544.563809
10.891149,3,11571.451292
19.50043,3,11606.82375
21.027722,3,11655.133103
17.574741,3,11687.358138
12.113636,3,11710.429117
57.014044,3,11786.208624
10.670289,3,11817.508186
17.55059,3,11846.873651
54.6024,3,11934.507545
21.020949,3,11968.710055
42.88322,3,12035.200153
33.437236,3,12085.490756
39.016034,3,12147.686166
19.673475,3,12197.871222
6.349278,3,12216.698662
0.807011,3,12224.442098
7.135482,3,12240.567832
17.157695,3,12272.169478
19.164617,3,12303.062125
26.246271,3,12341.457799
3.542317,3,12355.324343
28.47725,3,12400.64135
25.800628,3,12446.930652
30.778836,3,12509.212955
0.653202,3,12516.74399
12.645476,3,12543.560045
3.34723,3,12555.373424
25.668282,3,12596.207678
71.093909,3,12704.243608
63.681942,3,12792.203796
7.556403,3,12813.832324
3.67215,3,12825.803878
32.183699,3,12878.078722
16.434954,3,12907.031377
20.889188,3,12943.583663
18.436284,3,12978.749667
10.2113,3,13000.98647
23.880407,3,13042.719591
5.402902,3,13056.383351
9.680204,3,13075.592806
6.97261,3,13093.482531
70.688814,3,13188.966929
74.698749,3,13282.74053
0.858042,3,13289.806165
23.313664,3,13322.616454
7.53727,3,13342.152495
55.189613,3,13428.817909
14.357612,3,13452.746045
45.927939,3,13523.319255
0.008383,3,13530.406685
9.624661,3,13551.065668
3.856551,3,13564.331646
9.051043,3,13583.291805
6.65217,3,13600.435748
10.927592,3,13622.14187
2.199069,3,13632.877606
7.438082,3,13653.043231
3.323242,3,13665.963372
9.859558,3,13686.115683
0.426527,3,13693.053279
24.098533,3,13729.60277
15.134705,3,13755.869473
6.80344,3,13771.28742
18.635695,3,13801.371733
3.335387,3,13813.030624
18.058291,3,13849.352406
16.075922,3,13882.7511
3.007084,3,13900.934078
8.792,3,13921.136731
5.12967,3,13939.479036
33.371256,3,13991.173199
7.541955,3,14008.196327
78.867495,3,14106.796048
3.811025,3,14124.765532
7.745776,3,14143.621884
6.280534,3,14164.724894
5.583301,3,14180.538227
27.302621,3,14224.692249
33.912687,3,14283.231513
12.484057,3,14304.921169
24.357434,3,14343.48812
0.482861,3,14350.795944
23.974435,3,14392.208743
60.464566,3,14471.969718
18.573644,3,14507.80996
38.824367,3,14561.88358
6.160486,3,14579.553962
2.456185,3,14593.063233
12.724066,3,14613.799309
43.657641,3,14687.678351
17.980737,3,14722.373185
35.338327,3,14771.309898
20.810707,3,14809.664505
45.001668,3,14873.915888
60.664113,3,14953.353606
3.208917,3,14964.155805
69.16239,3,15074.735907
34.16923,3,15120.123141
24.659412,3,15167.697836
46.358214,3,15230.57248
18.095382,3,15261.701818
21.614439,3,15298.424448
4.515458,3,15314.149865
25.003459,3,15351.510136
15.552251,3,15378.613923
10.246576,3,15406.570984
31.367271,3,15462.492155
38.653454,3,15521.31795
69.903258,3,15625.731715
46.847758,3,15692.996156
47.716927,3,15764.822226
27.876868,3,15810.869264
28.971341,3,15863.631196
1.193564,3,15872.153347
32.912425,3,15920.768521
19.795217,3,15951.783533
93.960336,3,16094.862847
10.80453,3,16119.690339
46.146577,3,16188.040907
43.283692,3,16257.709517
28.637439,3,16300.904958
49.696263,3,16372.182322
43.700505,3,16434.935078
40.648922,3,16498.787779
21.083605,3,16535.057941
2.923869,3,16546.999127
1.716893,3,16555.513092
44.302995,3,16640.648984
95.861592,3,16782.540453
12.19205,3,16803.552142
24.95198,3,16842.989592
18.177413,3,16874.047673
28.300037,3,16923.177587
2.438435,3,16936.169758
58.755519,3,17023.362544
14.811282,3,17050.016257
14.882216,3,17082.193928
9.621409,3,17101.054016
60.893294,3,17180.01176
23.6061,3,17220.616741
24.209153,3,17260.347958
43.000199,3,17326.768512
3.675403,3,17339.020734
0.61408,3,17346.859356
29.50334,3,17394.169901
80.019062,3,17528.568748
3.844073,3,17540.763058
2.62222,3,17553.071309
22.294576,3,17587.896009
36.000231,3,17651.40844
49.859068,3,17720.134376
17.235713,3,17749.598668
81.839849,3,17869.596389
1.416653,3,17882.547361
42.015774,3,17944.100469
52.643549,3,18014.29777
3.40736,3,18032.304032
6.137268,3,18052.610344
0.917941,3,18059.822371
33.659131,3,18111.074215
15.232736,3,18136.637258
10.719225,3,18160.416073
74.078708,3,18263.633783
78.215764,3,18379.928442
1.53634,3,18389.854543
36.854808,3,18447.217251
36.576423,3,18503.959286
0.707604,3,18512.440876
96.445622,3,18657.939964
19.803438,3,18693.372567
23.750255,3,18734.562589
20.826801,3,18771.548531
3.635145,3,18788.047975
21.336286,3,18828.604278
55.451541,3,18911.202736
27.660884,3,18956.05559
8.838546,3,18974.412961
21.020902,3,19011.746979
44.044339,3,19071.923324
2.588724,3,19113.045278
34.488805,3,19171.068355
62.785069,3,19248.844218
6.764292,3,19264.960282
30.913463,3,19309.732978
28.953287,3,19350.400893
41.296124,3,19416.713255
21.269409,3,19453.70536
30.193115,3,19506.315928
19.562764,3,19536.867663
31.242317,3,19587.878022
49.051343,3,19663.532996
32.281058,3,19715.785514
23.91352,3,19753.303501
4.387482,3,19769.680439
15.322569,3,19797.808826
40.828097,3,19870.357789
7.916847,3,19888.16423
6.675305,3,19911.011913
19.269658,3,19943.118096
19.876673,3,19983.284536
23.59464,3,20021.910066
32.726058,3,20067.56498
38.594507,3,20119.83554
18.28516,3,20146.479009
95.841578,3,20283.97527
3.017467,3,20298.278327
2.531257,3,20308.908762
22.18593,3,20349.041467
54.307458,3,20426.970945
16.237206,3,20462.506246
62.693982,3,20552.031019
12.130078,3,20573.296833
13.379581,3,20596.998188
74.867794,3,20701.933267
12.094701,3,20723.038972
57.812807,3,20803.456959
21.382734,3,20835.358143
32.531316,3,20880.120133
8.036728,3,20898.577371
10.097427,3,20922.027566
23.745401,3,20960.684168
30.295743,3,21006.298339
94.702824,3,21128.179343
1.14852,3,21136.656939
11.171711,3,21159.440735
28.891819,3,21204.960034
77.549373,3,21330.191556
41.0479,3,21397.232866
11.582301,3,21423.810581
59.901735,3,21507.247472
24.969942,3,21552.92584
12.637857,3,21573.610065
8.215719,3,21592.411507
30.638938,3,21640.115763
21.142097,3,21673.18923
33.234864,3,21734.275013
1.014545,3,21750.314102
21.594076,3,21784.767111
58.195793,3,21878.260224
16.693644,3,21905.489627
20.926001,3,21937.821992
21.11318,3,21968.490947
8.396248,3,21986.37159
26.686399,3,22026.8002
13.092057,3,22050.303801
24.66358,3,22098.941398
22.010734,3,22133.572788
25.016315,3,22172.735346
26.130512,3,22214.939647
16.677124,3,22243.640113
7.696514,3,22265.041552
23.655327,3,22298.402447
21.895605,3,22337.792045
21.548579,3,22372.619007
35.881768,3,22426.657215
30.869023,3,22471.364786
16.570259,3,22501.708529
77.771401,3,22625.650069
26.327506,3,22669.015908
34.189952,3,22723.864307
0.352373,3,22730.96985
35.069401,3,22779.705743
84.099796,3,22906.188006
37.978412,3,22967.544516
47.560649,3,23047.736641
48.117052,3,23111.371712
27.177348,3,23152.734953
33.077108,3,23211.961133
28.5878,3,23258.230745
16.133706,3,23285.799051
75.227321,3,23403.985729
17.125984,3,23429.160483
34.221985,3,23489.739516
42.272021,3,23550.173093
95.963138,3,23688.853663
26.157787,3,23725.321923
10.772841,3,23750.727756
24.348456,3,23795.618195
51.126576,3,23865.717108
9.709127,3,23885.55875
53.569425,3,23952.06253
56.891946,3,24041.198121
16.946095,3,24069.82969
12.873238,3,24091.649125
68.050241,3,24188.371723
7.123543,3,24211.196623
14.470441,3,24236.147484
23.633326,3,24276.660403
19.208198,3,24310.884549
70.502831,3,24416.774647
5.723112,3,24431.779181
38.285549,3,24488.569322
33.666288,3,24547.244859
9.8334,3,24567.53282
73.934945,3,24690.531624
23.393132,3,24733.7761
31.3555,3,24788.045058
30.586227,3,24838.379869
30.044595,3,24891.139819
68.210059,3,24986.102823
100.806113,3,25111.692816
3.402853,3,25127.581009
52.172655,3,25204.071793
40.772209,3,25263.444388
71.812283,3,25365.116724
20.726634,3,25398.087923
5.00264,3,25413.787161
8.181252,3,25430.182387
11.714816,3,25452.755274
25.648778,3,25491.049151
27.065946,3,25532.598386
29.730037,3,25576.313398
15.367932,3,25602.328404
39.445207,3,25668.014429
19.230933,3,25699.37702
24.179514,3,25736.909503
9.516929,3,25760.506606
30.145897,3,25808.049127
31.538944,3,25850.619378
13.584614,3,25874.603918
20.56495,3,25913.693118
44.940348,3,25973.667852
17.040628,3,26009.491155
50.037462,3,26083.975391
15.967713,3,26114.428663
0.800884,3,26121.926265
48.068265,3,26194.603376
36.427487,3,26254.169474
41.6157,3,26317.894478
1.132798,3,26326.75354
70.4366,3,26432.256366
8.091696,3,26450.125343
14.481821,3,26478.414042
47.288243,3,26554.197021
16.139911,3,26581.306328
16.126469,3,26607.254853
38.623267,3,26667.34778
12.957317,3,26689.053581
16.116858,3,26725.818223
4.073094,3,26739.39804
12.815513,3,26764.73373
62.789899,3,26847.077107
42.877367,3,26913.473923
11.475752,3,26937.652727
23.993268,3,26976.629248
11.846422,3,27004.108766
27.106439,3,27051.846651
15.470932,3,27081.980771
42.246621,3,27154.634678
39.730649,3,27218.244164
13.218646,3,27244.526307
10.143251,3,27268.06743
26.52953,3,27312.180532
1.504237,3,27321.487716
80.133726,3,27422.848697
67.181647,3,27529.671399
52.930851,3,27606.618017
39.56938,3,27663.97757
46.871669,3,27735.409357
29.153914,3,27778.142417
43.196121,3,27847.566027
31.736605,3,27898.823876
10.679186,3,27921.631327
10.582596,3,27944.293803
75.536998,3,28063.529935
85.161896,3,28183.744292
35.761251,3,28237.534675
47.029134,3,28308.238002
25.392341,3,28349.166778
50.940541,3,28416.854598
14.100326,3,28442.765955
40.022862,3,28500.034461
11.115823,3,28529.658041
37.202143,3,28591.919854
24.473904,3,28630.173235
7.111847,3,28646.90806
6.192206,3,28670.055058
9.205153,3,28689.713732
47.552765,3,28763.955999
1.365269,3,28773.39341
8.440835,3,28792.401731
44.841604,3,28855.934017
20.489861,3,28894.16462
19.093201,3,28925.136287
102.26964,1,29044.43485
41.664757,3,29102.254032
8.697508,3,29121.460587
17.548179,3,29154.360083
34.545022,3,29214.273073
40.257283,3,29275.53785
6.786633,3,29298.453528
10.179604,3,29322.906165
30.883516,3,29380.458926
9.91703,3,29400.433167
49.681403,3,29467.880306
1.229418,3,29476.809727
22.882459,3,29515.583204
27.637373,3,29558.765962
10.633518,3,29582.028193
24.298081,3,29629.079087
26.887731,3,29672.625816
52.901898,3,29742.928812
29.510968,3,29784.183178
8.976327,3,29804.44968
30.233839,3,29850.425226
59.50586,3,29935.857128
10.448649,3,29959.363585
0.854746,3,29967.195414
33.092932,3,30018.292736
9.572931,3,30037.122964
7.810057,3,30055.016016
23.763838,3,30094.426627
19.393395,3,30124.646663
33.034002,3,30169.161645
53.629423,3,30252.881798
23.785713,3,30288.772967
6.551242,3,30305.339487
48.967769,3,30391.587751
14.838143,3,30421.041369
